arg345997_arg110326	o8_1,o9_1,o5_2,o5_3	I feel like Physical education should be mandatory because people need there exercise. If they don't get physical activity they wont burn as much fats as they accumulate thus will get chubbier. They should be stricter during those classes of Physical education because a lot of the time people mostly just stand around. I don't want to seem sexist, but the ones that get the least exercise are the girls and they just mostly stand there and socialize. They need a way to keep everyone active, people need to get moving! They need this for there health!	if physical educations r not ter then u wud b a couch potato <br/> !!!!!!!!!!!!!!!!howzz tat???
arg202285_arg345997	o8_1,o9_1,o6_3	I feel like Physical education should be mandatory because people need there exercise. If they don't get physical activity they wont burn as much fats as they accumulate thus will get chubbier. They should be stricter during those classes of Physical education because a lot of the time people mostly just stand around. I don't want to seem sexist, but the ones that get the least exercise are the girls and they just mostly stand there and socialize. They need a way to keep everyone active, people need to get moving! They need this for there health!	physical education should be mandatory cuhz 112,000 people have died in the year 2011 so far and it's because of the lack of physical activity and people are becoming obese!!!!
arg107456_arg71112	o8_1,o6_1	Most people think that PE classes are completely useless because the only thing you would normally do in a PE class is run around. But there is more to a PE class then just running around the field for an hour. With physical education you can get muscles, you can become stronger, it wouldn't be so easily for you to become fat (of course you would also need to keep a balanced diet) and for further ages (like 60-80) it would prevent you from having heart attacks. With the help of this class there would be fewer obese children around the globe and more fit and strong people.	Definattley all those obese kids need excersise and its a whloe part of life of course it should be mandortory.
arg96685_arg552867	o8_1,o8_5,o7_1,o7_2	Yes, because... <br/> 1st, It's a fun activity of the school day, that we get to have fun, and at the same time, do our excerse-- lose the weight we've been gaining, not all of it, but... <br/> 2nd, Obesity is certainly a proble in the U.S., so it would help! <br/> 3rd, People can have a moment that they'll eat the school's fake lunch, then lose some of it, like the fat when we sweat!...................................... <br/> I'm Done!!... Now go get a life, and lose some weight!!!!	You are 100% right because I am in Pe and they make us wear these stupid outfits. I think they make us wear those so the Gay coaches can see our private parts. and PE is just Stupid
arg7751_arg204909	o8_1	It should be mandatory because being active and getting involved in sports, even through PE, helps children develop good habits later on in life. Plus, there's the benefit of working together as a team that doesn't always happen in other classes.	The answer is so obvious. Teachers should let everyone exercise so they can strengthen their mussels and get thinner and more flexible instead of fatter and more lazy so they won't get bullied as much.
arg54258_arg107445	o8_1	PE should be compulsory because it keeps us constantly fit and healthy. If you really dislike sports, then you can quit it when you're an adult. But when you're a kid, the best thing for you to do is study, play and exercise. If you prefer to be lazy and lie on the couch all day then you are most likely to get sick and unfit. Besides, PE helps kids be better at teamwork.	i think that PE clases should be obligatory in school to help the problem of obecity.
arg7765_arg37974	o8_1,o8_4,o9_1,o5_3,o7_1	Yes of course. Apart from the health benefits, there's the greater respect for the outdoors, sporting camaraderie, teamwork, reflexive situational calculation to name but a few. Now drop and give me twenty for your insolence!	Kids are fat these days.. p.e. helps!!1!!!!!one!!!! <br/> and itll help them relize heath is important for there lame ass futures lol
arg96685_arg107450	o8_1,o5_1,o7_1,o7_3,o7_4	In my opinion I think that it should be obligatory to have PE classes in schools because it offers children a bit of exercise. If in every school of the world PE classes would be obligatory there would be much less fat children. Of course also some health classes should be included so that children know how to have a basic diet and so they won't be obese anymore.	You are 100% right because I am in Pe and they make us wear these stupid outfits. I think they make us wear those so the Gay coaches can see our private parts. and PE is just Stupid
arg406468_arg230691	o8_1,o8_5,o9_1,o5_2,o7_1	schools should have PE because the school i attend only has pe for middle school not high school we are a middle and a high school combined. because the lack of physical education in our high school many students are out of shape and have developed many bad non active habits and as our first year in sports our sports athletes have shown how hard it is to perform simple pre season conditioning and they quote "if we had PE conditions would be easier and would have made conditioning simple" the lack of exercise had caused them to only accomplish only 3 push-ups!	people are just sitting on there asses all day playing video games when they need there fucking exercise. So fat people go out side and play football or something and people that are not fat stop playing video games and go and get your energy back and these are my words "peace out assholes
arg107450_arg251946	o9_4,o5_2	In my opinion I think that it should be obligatory to have PE classes in schools because it offers children a bit of exercise. If in every school of the world PE classes would be obligatory there would be much less fat children. Of course also some health classes should be included so that children know how to have a basic diet and so they won't be obese anymore.	of cz phys ed must be taught but mustn"t b compulsory coz sme of us are not fit 2 du the extensive exersises perfomed
arg230691_arg107445	o8_1,o8_4,o6_1	schools should have PE because the school i attend only has pe for middle school not high school we are a middle and a high school combined. because the lack of physical education in our high school many students are out of shape and have developed many bad non active habits and as our first year in sports our sports athletes have shown how hard it is to perform simple pre season conditioning and they quote "if we had PE conditions would be easier and would have made conditioning simple" the lack of exercise had caused them to only accomplish only 3 push-ups!	i think that PE clases should be obligatory in school to help the problem of obecity.
arg7751_arg107445	o8_1	It should be mandatory because being active and getting involved in sports, even through PE, helps children develop good habits later on in life. Plus, there's the benefit of working together as a team that doesn't always happen in other classes.	i think that PE clases should be obligatory in school to help the problem of obecity.
arg107450_arg110326	o9_1,o5_2,o5_3,o7_2	In my opinion I think that it should be obligatory to have PE classes in schools because it offers children a bit of exercise. If in every school of the world PE classes would be obligatory there would be much less fat children. Of course also some health classes should be included so that children know how to have a basic diet and so they won't be obese anymore.	if physical educations r not ter then u wud b a couch potato <br/> !!!!!!!!!!!!!!!!howzz tat???
arg107456_arg202285	o8_1	Most people think that PE classes are completely useless because the only thing you would normally do in a PE class is run around. But there is more to a PE class then just running around the field for an hour. With physical education you can get muscles, you can become stronger, it wouldn't be so easily for you to become fat (of course you would also need to keep a balanced diet) and for further ages (like 60-80) it would prevent you from having heart attacks. With the help of this class there would be fewer obese children around the globe and more fit and strong people.	physical education should be mandatory cuhz 112,000 people have died in the year 2011 so far and it's because of the lack of physical activity and people are becoming obese!!!!
arg71112_arg7751	o8_1	It should be mandatory because being active and getting involved in sports, even through PE, helps children develop good habits later on in life. Plus, there's the benefit of working together as a team that doesn't always happen in other classes.	Definattley all those obese kids need excersise and its a whloe part of life of course it should be mandortory.
arg54258_arg110326	o8_1,o8_4,o9_1,o7_1	PE should be compulsory because it keeps us constantly fit and healthy. If you really dislike sports, then you can quit it when you're an adult. But when you're a kid, the best thing for you to do is study, play and exercise. If you prefer to be lazy and lie on the couch all day then you are most likely to get sick and unfit. Besides, PE helps kids be better at teamwork.	if physical educations r not ter then u wud b a couch potato <br/> !!!!!!!!!!!!!!!!howzz tat???
arg107445_arg220374	o9_3	I think it definatley should be manditory. when you look on to the streets at kids playing they are most likley over weight because they eat to much and dont get enough physical exercise.	i think that PE clases should be obligatory in school to help the problem of obecity.
arg96685_arg135251	o8_1,o7_2	I agree with everything said her because children should learn how to live a healthy lifestyle. There should be stricter curriculums that schools are required to follow so less people in our country are less likely to be obese.	You are 100% right because I am in Pe and they make us wear these stupid outfits. I think they make us wear those so the Gay coaches can see our private parts. and PE is just Stupid
arg251946_arg107456	o5_3,o7_1	Most people think that PE classes are completely useless because the only thing you would normally do in a PE class is run around. But there is more to a PE class then just running around the field for an hour. With physical education you can get muscles, you can become stronger, it wouldn't be so easily for you to become fat (of course you would also need to keep a balanced diet) and for further ages (like 60-80) it would prevent you from having heart attacks. With the help of this class there would be fewer obese children around the globe and more fit and strong people.	of cz phys ed must be taught but mustn"t b compulsory coz sme of us are not fit 2 du the extensive exersises perfomed
arg230691_arg110326	o8_1,o5_2,o6_1,o7_1,o7_2	schools should have PE because the school i attend only has pe for middle school not high school we are a middle and a high school combined. because the lack of physical education in our high school many students are out of shape and have developed many bad non active habits and as our first year in sports our sports athletes have shown how hard it is to perform simple pre season conditioning and they quote "if we had PE conditions would be easier and would have made conditioning simple" the lack of exercise had caused them to only accomplish only 3 push-ups!	if physical educations r not ter then u wud b a couch potato <br/> !!!!!!!!!!!!!!!!howzz tat???
arg7765_arg251944	o8_1,o7_3	Yes of course. Apart from the health benefits, there's the greater respect for the outdoors, sporting camaraderie, teamwork, reflexive situational calculation to name but a few. Now drop and give me twenty for your insolence!	physical education is a waste of time and therefore should not be studied in schools
arg54258_arg406468	o8_1,o9_1,o5_2	PE should be compulsory because it keeps us constantly fit and healthy. If you really dislike sports, then you can quit it when you're an adult. But when you're a kid, the best thing for you to do is study, play and exercise. If you prefer to be lazy and lie on the couch all day then you are most likely to get sick and unfit. Besides, PE helps kids be better at teamwork.	people are just sitting on there asses all day playing video games when they need there fucking exercise. So fat people go out side and play football or something and people that are not fat stop playing video games and go and get your energy back and these are my words "peace out assholes
arg207833_arg135251	o8_1	I agree with everything said her because children should learn how to live a healthy lifestyle. There should be stricter curriculums that schools are required to follow so less people in our country are less likely to be obese.	i think we should have gym because kids get FAT and tubby! its not ok for kids to get fat and tubby!!!!!
arg406468_arg204909	o5_1,o5_2	The answer is so obvious. Teachers should let everyone exercise so they can strengthen their mussels and get thinner and more flexible instead of fatter and more lazy so they won't get bullied as much.	people are just sitting on there asses all day playing video games when they need there fucking exercise. So fat people go out side and play football or something and people that are not fat stop playing video games and go and get your energy back and these are my words "peace out assholes
arg251944_arg107456	o8_1	Most people think that PE classes are completely useless because the only thing you would normally do in a PE class is run around. But there is more to a PE class then just running around the field for an hour. With physical education you can get muscles, you can become stronger, it wouldn't be so easily for you to become fat (of course you would also need to keep a balanced diet) and for further ages (like 60-80) it would prevent you from having heart attacks. With the help of this class there would be fewer obese children around the globe and more fit and strong people.	physical education is a waste of time and therefore should not be studied in schools
arg251946_arg54258	o9_4,o5_2,o5_3	PE should be compulsory because it keeps us constantly fit and healthy. If you really dislike sports, then you can quit it when you're an adult. But when you're a kid, the best thing for you to do is study, play and exercise. If you prefer to be lazy and lie on the couch all day then you are most likely to get sick and unfit. Besides, PE helps kids be better at teamwork.	of cz phys ed must be taught but mustn"t b compulsory coz sme of us are not fit 2 du the extensive exersises perfomed
arg71112_arg552867	o8_1,o5_1	Yes, because... <br/> 1st, It's a fun activity of the school day, that we get to have fun, and at the same time, do our excerse-- lose the weight we've been gaining, not all of it, but... <br/> 2nd, Obesity is certainly a proble in the U.S., so it would help! <br/> 3rd, People can have a moment that they'll eat the school's fake lunch, then lose some of it, like the fat when we sweat!...................................... <br/> I'm Done!!... Now go get a life, and lose some weight!!!!	Definattley all those obese kids need excersise and its a whloe part of life of course it should be mandortory.
arg345997_arg251946	o8_1,o5_2	I feel like Physical education should be mandatory because people need there exercise. If they don't get physical activity they wont burn as much fats as they accumulate thus will get chubbier. They should be stricter during those classes of Physical education because a lot of the time people mostly just stand around. I don't want to seem sexist, but the ones that get the least exercise are the girls and they just mostly stand there and socialize. They need a way to keep everyone active, people need to get moving! They need this for there health!	of cz phys ed must be taught but mustn"t b compulsory coz sme of us are not fit 2 du the extensive exersises perfomed
arg260899_arg552867	o9_4,o5_1,o5_2	Yes. Physical education, if taught and encouraged properly and approached with the right attitude, will be rewarding for both student and teacher.	Yes, because... <br/> 1st, It's a fun activity of the school day, that we get to have fun, and at the same time, do our excerse-- lose the weight we've been gaining, not all of it, but... <br/> 2nd, Obesity is certainly a proble in the U.S., so it would help! <br/> 3rd, People can have a moment that they'll eat the school's fake lunch, then lose some of it, like the fat when we sweat!...................................... <br/> I'm Done!!... Now go get a life, and lose some weight!!!!
arg34837_arg46577	o8_1,o5_2	Yes! and yes and yes and definately a god damn bloody yes. <br/> Lack of physical education is the reason why your aunt or uncle is in hospital. <br/> Lack of physical education is the reason why millions of people are fat. <br/> Lack of physical education is the reason why you cannot sleep properly at times. <br/> Lack of physical education is the reason why you are not having super great sex with your girlfriend(s)	thats so stupid. physical education teaches kids that it dosent matter if your a nerd or a jock because if theyre all in the same class doing the same thing then theyre all the same in the aspect that they only pass that class if they put forth effort. and from personal expirence sometimes there is a jock underneath the nerd outside
arg107445_arg244438	o5_1,o7_2	i think that PE clases should be obligatory in school to help the problem of obecity.	YES, because some children don't understand anything expect physical education especially rich children of rich parents.
arg220374_arg7751	o8_1,o8_4	It should be mandatory because being active and getting involved in sports, even through PE, helps children develop good habits later on in life. Plus, there's the benefit of working together as a team that doesn't always happen in other classes.	I think it definatley should be manditory. when you look on to the streets at kids playing they are most likley over weight because they eat to much and dont get enough physical exercise.
arg260899_arg110326	o8_1,o9_1,o5_2,o7_3	Yes. Physical education, if taught and encouraged properly and approached with the right attitude, will be rewarding for both student and teacher.	if physical educations r not ter then u wud b a couch potato <br/> !!!!!!!!!!!!!!!!howzz tat???
arg110326_arg202285	o8_1,o7_1,o7_2	physical education should be mandatory cuhz 112,000 people have died in the year 2011 so far and it's because of the lack of physical activity and people are becoming obese!!!!	if physical educations r not ter then u wud b a couch potato <br/> !!!!!!!!!!!!!!!!howzz tat???
arg230691_arg96685	o8_1	schools should have PE because the school i attend only has pe for middle school not high school we are a middle and a high school combined. because the lack of physical education in our high school many students are out of shape and have developed many bad non active habits and as our first year in sports our sports athletes have shown how hard it is to perform simple pre season conditioning and they quote "if we had PE conditions would be easier and would have made conditioning simple" the lack of exercise had caused them to only accomplish only 3 push-ups!	You are 100% right because I am in Pe and they make us wear these stupid outfits. I think they make us wear those so the Gay coaches can see our private parts. and PE is just Stupid
arg110326_arg7751	o9_1,o9_3,o5_2	It should be mandatory because being active and getting involved in sports, even through PE, helps children develop good habits later on in life. Plus, there's the benefit of working together as a team that doesn't always happen in other classes.	if physical educations r not ter then u wud b a couch potato <br/> !!!!!!!!!!!!!!!!howzz tat???
arg110326_arg217790	o8_1,o5_2,o6_3	because today lots of students are playing computer games when the school finish. and than students can't get good health and also students can get serious dieases like cancer because of electromagnetic waves. this is true because computer have lots of electromagnetic waves.	if physical educations r not ter then u wud b a couch potato <br/> !!!!!!!!!!!!!!!!howzz tat???
arg207833_arg230691	o8_1,o5_1	schools should have PE because the school i attend only has pe for middle school not high school we are a middle and a high school combined. because the lack of physical education in our high school many students are out of shape and have developed many bad non active habits and as our first year in sports our sports athletes have shown how hard it is to perform simple pre season conditioning and they quote "if we had PE conditions would be easier and would have made conditioning simple" the lack of exercise had caused them to only accomplish only 3 push-ups!	i think we should have gym because kids get FAT and tubby! its not ok for kids to get fat and tubby!!!!!
arg345997_arg34837	o9_1	I feel like Physical education should be mandatory because people need there exercise. If they don't get physical activity they wont burn as much fats as they accumulate thus will get chubbier. They should be stricter during those classes of Physical education because a lot of the time people mostly just stand around. I don't want to seem sexist, but the ones that get the least exercise are the girls and they just mostly stand there and socialize. They need a way to keep everyone active, people need to get moving! They need this for there health!	thats so stupid. physical education teaches kids that it dosent matter if your a nerd or a jock because if theyre all in the same class doing the same thing then theyre all the same in the aspect that they only pass that class if they put forth effort. and from personal expirence sometimes there is a jock underneath the nerd outside
arg37974_arg260899	o8_1,o5_2,o7_2	Yes. Physical education, if taught and encouraged properly and approached with the right attitude, will be rewarding for both student and teacher.	Kids are fat these days.. p.e. helps!!1!!!!!one!!!! <br/> and itll help them relize heath is important for there lame ass futures lol
arg7751_arg213068	o8_1,o8_4	It should be mandatory because being active and getting involved in sports, even through PE, helps children develop good habits later on in life. Plus, there's the benefit of working together as a team that doesn't always happen in other classes.	How are we supposed to curb childhood obesity if we don't start at a young age?
arg213068_arg251944	o9_3,o7_3,o7_4	How are we supposed to curb childhood obesity if we don't start at a young age?	physical education is a waste of time and therefore should not be studied in schools
arg251944_arg71112	o8_1,o6_3	Definattley all those obese kids need excersise and its a whloe part of life of course it should be mandortory.	physical education is a waste of time and therefore should not be studied in schools
arg287979_arg7765	o8_1,o9_4,o6_1	Yes of course. Apart from the health benefits, there's the greater respect for the outdoors, sporting camaraderie, teamwork, reflexive situational calculation to name but a few. Now drop and give me twenty for your insolence!	yes! our kids are so out of shape for the most part and eat too much junk
arg251946_arg220374	o8_1,o5_2,o5_3	I think it definatley should be manditory. when you look on to the streets at kids playing they are most likley over weight because they eat to much and dont get enough physical exercise.	of cz phys ed must be taught but mustn"t b compulsory coz sme of us are not fit 2 du the extensive exersises perfomed
arg135251_arg345997	o8_1	I feel like Physical education should be mandatory because people need there exercise. If they don't get physical activity they wont burn as much fats as they accumulate thus will get chubbier. They should be stricter during those classes of Physical education because a lot of the time people mostly just stand around. I don't want to seem sexist, but the ones that get the least exercise are the girls and they just mostly stand there and socialize. They need a way to keep everyone active, people need to get moving! They need this for there health!	I agree with everything said her because children should learn how to live a healthy lifestyle. There should be stricter curriculums that schools are required to follow so less people in our country are less likely to be obese.
arg107445_arg96685	o9_2	i think that PE clases should be obligatory in school to help the problem of obecity.	You are 100% right because I am in Pe and they make us wear these stupid outfits. I think they make us wear those so the Gay coaches can see our private parts. and PE is just Stupid
arg207833_arg54258	o8_1,o5_1	PE should be compulsory because it keeps us constantly fit and healthy. If you really dislike sports, then you can quit it when you're an adult. But when you're a kid, the best thing for you to do is study, play and exercise. If you prefer to be lazy and lie on the couch all day then you are most likely to get sick and unfit. Besides, PE helps kids be better at teamwork.	i think we should have gym because kids get FAT and tubby! its not ok for kids to get fat and tubby!!!!!
arg34837_arg316344	o8_5,o6_1,o7_2	This will help kids learn good qualities like leadership and discipline. This could also lead to help childhood obesity. It is just the fact that kids are not pushed in their homes to have any physical activity.	thats so stupid. physical education teaches kids that it dosent matter if your a nerd or a jock because if theyre all in the same class doing the same thing then theyre all the same in the aspect that they only pass that class if they put forth effort. and from personal expirence sometimes there is a jock underneath the nerd outside
arg230691_arg213068	o8_1,o7_3	schools should have PE because the school i attend only has pe for middle school not high school we are a middle and a high school combined. because the lack of physical education in our high school many students are out of shape and have developed many bad non active habits and as our first year in sports our sports athletes have shown how hard it is to perform simple pre season conditioning and they quote "if we had PE conditions would be easier and would have made conditioning simple" the lack of exercise had caused them to only accomplish only 3 push-ups!	How are we supposed to curb childhood obesity if we don't start at a young age?
arg251944_arg220374	o8_1,o6_1,o7_1	I think it definatley should be manditory. when you look on to the streets at kids playing they are most likley over weight because they eat to much and dont get enough physical exercise.	physical education is a waste of time and therefore should not be studied in schools
arg244438_arg46577	o8_1,o7_1	Yes! and yes and yes and definately a god damn bloody yes. <br/> Lack of physical education is the reason why your aunt or uncle is in hospital. <br/> Lack of physical education is the reason why millions of people are fat. <br/> Lack of physical education is the reason why you cannot sleep properly at times. <br/> Lack of physical education is the reason why you are not having super great sex with your girlfriend(s)	YES, because some children don't understand anything expect physical education especially rich children of rich parents.
arg251946_arg213068	o9_3,o5_2,o5_3	How are we supposed to curb childhood obesity if we don't start at a young age?	of cz phys ed must be taught but mustn"t b compulsory coz sme of us are not fit 2 du the extensive exersises perfomed
arg260899_arg71112	o8_1,o8_4,o9_1,o5_1,o5_2	Yes. Physical education, if taught and encouraged properly and approached with the right attitude, will be rewarding for both student and teacher.	Definattley all those obese kids need excersise and its a whloe part of life of course it should be mandortory.
arg251944_arg230691	o9_4,o6_2,o7_3	schools should have PE because the school i attend only has pe for middle school not high school we are a middle and a high school combined. because the lack of physical education in our high school many students are out of shape and have developed many bad non active habits and as our first year in sports our sports athletes have shown how hard it is to perform simple pre season conditioning and they quote "if we had PE conditions would be easier and would have made conditioning simple" the lack of exercise had caused them to only accomplish only 3 push-ups!	physical education is a waste of time and therefore should not be studied in schools
arg110326_arg7765	o8_1,o5_2	Yes of course. Apart from the health benefits, there's the greater respect for the outdoors, sporting camaraderie, teamwork, reflexive situational calculation to name but a few. Now drop and give me twenty for your insolence!	if physical educations r not ter then u wud b a couch potato <br/> !!!!!!!!!!!!!!!!howzz tat???
arg230691_arg46577	o8_1,o7_1	schools should have PE because the school i attend only has pe for middle school not high school we are a middle and a high school combined. because the lack of physical education in our high school many students are out of shape and have developed many bad non active habits and as our first year in sports our sports athletes have shown how hard it is to perform simple pre season conditioning and they quote "if we had PE conditions would be easier and would have made conditioning simple" the lack of exercise had caused them to only accomplish only 3 push-ups!	Yes! and yes and yes and definately a god damn bloody yes. <br/> Lack of physical education is the reason why your aunt or uncle is in hospital. <br/> Lack of physical education is the reason why millions of people are fat. <br/> Lack of physical education is the reason why you cannot sleep properly at times. <br/> Lack of physical education is the reason why you are not having super great sex with your girlfriend(s)
arg316344_arg71112	o8_1,o8_4	This will help kids learn good qualities like leadership and discipline. This could also lead to help childhood obesity. It is just the fact that kids are not pushed in their homes to have any physical activity.	Definattley all those obese kids need excersise and its a whloe part of life of course it should be mandortory.
arg552867_arg251944	o8_1,o7_4	Yes, because... <br/> 1st, It's a fun activity of the school day, that we get to have fun, and at the same time, do our excerse-- lose the weight we've been gaining, not all of it, but... <br/> 2nd, Obesity is certainly a proble in the U.S., so it would help! <br/> 3rd, People can have a moment that they'll eat the school's fake lunch, then lose some of it, like the fat when we sweat!...................................... <br/> I'm Done!!... Now go get a life, and lose some weight!!!!	physical education is a waste of time and therefore should not be studied in schools
arg148559_arg110326	o9_1,o5_3	I think it is great idea to make physical education be mandatory in school because it will be healthy for the student to become a healthy person and they will not have the risk of obesity.	if physical educations r not ter then u wud b a couch potato <br/> !!!!!!!!!!!!!!!!howzz tat???
arg7765_arg107456	o8_1	Most people think that PE classes are completely useless because the only thing you would normally do in a PE class is run around. But there is more to a PE class then just running around the field for an hour. With physical education you can get muscles, you can become stronger, it wouldn't be so easily for you to become fat (of course you would also need to keep a balanced diet) and for further ages (like 60-80) it would prevent you from having heart attacks. With the help of this class there would be fewer obese children around the globe and more fit and strong people.	Yes of course. Apart from the health benefits, there's the greater respect for the outdoors, sporting camaraderie, teamwork, reflexive situational calculation to name but a few. Now drop and give me twenty for your insolence!
arg37974_arg345997	o5_1,o5_2	I feel like Physical education should be mandatory because people need there exercise. If they don't get physical activity they wont burn as much fats as they accumulate thus will get chubbier. They should be stricter during those classes of Physical education because a lot of the time people mostly just stand around. I don't want to seem sexist, but the ones that get the least exercise are the girls and they just mostly stand there and socialize. They need a way to keep everyone active, people need to get moving! They need this for there health!	Kids are fat these days.. p.e. helps!!1!!!!!one!!!! <br/> and itll help them relize heath is important for there lame ass futures lol
arg230691_arg202285	o8_1,o9_3,o6_1,o7_4	schools should have PE because the school i attend only has pe for middle school not high school we are a middle and a high school combined. because the lack of physical education in our high school many students are out of shape and have developed many bad non active habits and as our first year in sports our sports athletes have shown how hard it is to perform simple pre season conditioning and they quote "if we had PE conditions would be easier and would have made conditioning simple" the lack of exercise had caused them to only accomplish only 3 push-ups!	physical education should be mandatory cuhz 112,000 people have died in the year 2011 so far and it's because of the lack of physical activity and people are becoming obese!!!!
arg135251_arg251944	o8_1,o7_3	I agree with everything said her because children should learn how to live a healthy lifestyle. There should be stricter curriculums that schools are required to follow so less people in our country are less likely to be obese.	physical education is a waste of time and therefore should not be studied in schools
arg107445_arg345997	o8_1	I feel like Physical education should be mandatory because people need there exercise. If they don't get physical activity they wont burn as much fats as they accumulate thus will get chubbier. They should be stricter during those classes of Physical education because a lot of the time people mostly just stand around. I don't want to seem sexist, but the ones that get the least exercise are the girls and they just mostly stand there and socialize. They need a way to keep everyone active, people need to get moving! They need this for there health!	i think that PE clases should be obligatory in school to help the problem of obecity.
arg107456_arg207833	o5_1	Most people think that PE classes are completely useless because the only thing you would normally do in a PE class is run around. But there is more to a PE class then just running around the field for an hour. With physical education you can get muscles, you can become stronger, it wouldn't be so easily for you to become fat (of course you would also need to keep a balanced diet) and for further ages (like 60-80) it would prevent you from having heart attacks. With the help of this class there would be fewer obese children around the globe and more fit and strong people.	i think we should have gym because kids get FAT and tubby! its not ok for kids to get fat and tubby!!!!!
arg287979_arg251944	o7_3	yes! our kids are so out of shape for the most part and eat too much junk	physical education is a waste of time and therefore should not be studied in schools
arg135251_arg406468	o5_2,o6_1	I agree with everything said her because children should learn how to live a healthy lifestyle. There should be stricter curriculums that schools are required to follow so less people in our country are less likely to be obese.	people are just sitting on there asses all day playing video games when they need there fucking exercise. So fat people go out side and play football or something and people that are not fat stop playing video games and go and get your energy back and these are my words "peace out assholes
arg71112_arg204909	o8_1	The answer is so obvious. Teachers should let everyone exercise so they can strengthen their mussels and get thinner and more flexible instead of fatter and more lazy so they won't get bullied as much.	Definattley all those obese kids need excersise and its a whloe part of life of course it should be mandortory.
